,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,transcript_number
10,0.0,0.0,0.0,0.0,0.0975153458615144,0.0,0.0,0.0,0.02941892296075821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02720466007788976,0.015044964849948883,0.0,0.0,0.0,0.0,0.0,0.0,10
11,0.0,0.0,0.0,0.0,0.11071142554283142,0.0,0.0,0.0,0.0,0.02260051667690277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09355369752103632,0.0,0.025460216132077305,0.0,0.0,0.0,0.0,11
12,0.0,0.0,0.0,0.0,0.08385048270225524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10023059844970703,0.0,0.0,0.0,0.0,0.0,0.0,12
13,0.0,0.0,0.0,0.0,0.21166750903312975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03392105606886057,0.0,0.036751737961402305,0.0,0.0,0.0,0.0,13
14,0.0,0.0,0.0,0.0,0.09480937614160426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037771796478944665,0.0,0.0,0.0,0.0,0.0,0.0,14
15,0.0,0.0,0.0,0.0,0.16391601786017418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03661466855555773,0.0,0.017946377396583557,0.0,0.0,0.0,0.0,15
16,0.02605893782206944,0.0,0.0,0.0,0.034785600645201545,0.02570552272456033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01453969201871327,0.0,0.032945070947919576,0.0,0.0,0.0,0.0,16
17,0.0,0.0,0.0,0.0,0.12424182891845703,0.06650676471846444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
18,0.03286842847692555,0.0,0.0,0.0,0.10505146096492636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08624837316315749,0.0,0.0,0.0,0.0,0.0,0.0,18
19,0.0,0.0,0.0,0.0,0.09800277374408863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022226547753369366,0.0,0.0,0.0,19
20,0.0,0.0,0.0,0.0,0.042781351850583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03770195750089792,0.0,0.02568513613480788,0.0,0.0,0.0,0.0,20
21,0.04991006851196289,0.0,0.0,0.0,0.028309587102669936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052238559493651755,0.0,0.0,0.0,0.0,0.0,0.0,21
22,0.0,0.0,0.0,0.0,0.2731733486570161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05361257955945771,0.0,0.0,0.0,0.0,0.0,0.0,22
23,0.0,0.0,0.0,0.0,0.0889700326052579,0.0,0.0,0.0,0.0,0.0,0.017972799864682285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01955000107938593,0.0,0.03132010048085993,0.0,0.0,0.0,0.0,23
24,0.021103962775199644,0.0,0.0,0.0,0.09429311944592383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013446392551545174,0.0,0.013411184472422446,0.0,0.0,0.0,0.0,24
25,0.03362529236694862,0.0,0.0,0.0,0.14657858836239782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11985965638325133,0.0,0.0,0.0,0.0,0.0,0.0,25
26,0.0,0.0,0.0,0.0,0.14161658698114857,0.028223545386873442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018722491017703353,0.0,0.0,0.0,0.0,0.0740867935377976,0.0,0.03370588812334784,0.018593372969791806,0.0,0.0,0.0,26
27,0.0,0.0,0.0,0.0,0.09711279630661011,0.0,0.016977773904800417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015532855987548827,0.0,0.0,0.0,0.0,27
28,0.0,0.0,0.0,0.0,0.14208344013794608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03137860090836235,0.0,0.0,0.0,0.0,0.0,0.0,28
29,0.0,0.0,0.0,0.0,0.08183546249683087,0.013398255293185894,0.0,0.0,0.02651150868489192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06603123820745029,0.0,0.0,0.0,0.0,0.0,0.0,29
30,0.026315942958549218,0.0,0.0,0.0,0.16074879522676822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05142512144865813,0.0,0.0,0.0,0.0,0.0,0.0,30
31,0.015700162450472514,0.0,0.0,0.0,0.10869908332824707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1392981578906377,0.0,0.0,0.0,0.0,0.0,0.0,31
32,0.0,0.0,0.0,0.0,0.13143487334251402,0.015125062465667725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032687389850616456,0.0,0.04506220579147339,0.0,0.0,0.0,0.0,32
33,0.029681543509165447,0.0,0.0,0.0,0.09411645658088452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02302703803235834,0.0,0.010765153350252094,0.0,0.0,0.0,0.0,33
34,0.0,0.0,0.0,0.0,0.13442402872545967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025994997600029254,0.0,0.0,0.0,0.0,0.0,0.0,34
35,0.0,0.0,0.0,0.022850642204284666,0.05354255437850952,0.0,0.0,0.0,0.0,0.06384237289428711,0.020971550941467285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04544629454612732,0.0,0.0,0.0,0.0,35
36,0.0,0.0,0.0,0.0,0.1570296464142976,0.0,0.0,0.0,0.017204253761856643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06477103189185814,0.0,0.017247084114286635,0.0,0.0,0.0,0.0,36
37,0.0,0.0,0.0,0.0,0.20733702182769775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06258058547973633,0.0,0.0,0.0,0.0,0.0,0.0,37
38,0.0,0.0,0.0,0.0,0.05426003193033153,0.0,0.0,0.0,0.032858712919827164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06636909472531285,0.0,0.0,0.0,0.0,0.0,0.0,38
39,0.0,0.0,0.0,0.0,0.2515115221341451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06448519825935364,0.0,0.0,0.0,0.0,0.0,0.0,39
40,0.026056583111102764,0.0,0.0,0.0,0.049695413846236006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043163379797568686,0.0,0.02882976486132695,0.0,0.0,0.0,0.0,40
41,0.0,0.0,0.0,0.0,0.11618134379386902,0.010443405248224735,0.0,0.0,0.0,0.09420408681035042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02724984660744667,0.0,0.0,0.0,0.0,41
42,0.0,0.0,0.0,0.0,0.17810919991245977,0.0,0.0,0.0,0.0,0.0,0.03672892296755755,0.0,0.0,0.0,0.0,0.03685410155190362,0.0,0.0,0.0,0.0,0.06860411387902719,0.0,0.0504079383832437,0.0,0.0,0.0,0.0,42
43,0.0,0.0,0.0,0.0,0.013675229115919634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025759420611641624,0.0,0.0,0.0,0.0,43
44,0.0,0.0,0.0,0.0,0.05363977299286769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
45,0.0,0.0,0.0,0.0,0.08760532634011631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303567072440838,0.0,0.0,0.0,0.0,0.024848635854392218,0.0,0.07442621013213849,0.0,0.0,0.0,0.0,45
46,0.04157934144691185,0.0,0.0,0.0,0.034469260109795466,0.0,0.0,0.0,0.030364787137066876,0.016421283836717957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04134200016657511,0.0,0.0,0.0,0.0,46
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012824042700231075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04128816444426775,0.0,0.02535097301006317,0.0,0.0,0.0,0.0,47
48,0.0,0.0,0.0,0.0,0.1449738388711756,0.019726295362819325,0.0,0.0,0.0,0.034937752918763595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11831377040256154,0.0,0.0987078682942824,0.0,0.0,0.0,0.0,48
49,0.015058177709579467,0.0,0.0,0.0,0.11216596484184266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03899306774139404,0.0,0.0,0.0,0.0,0.0,0.0,49
50,0.07059059256599062,0.0,0.0,0.0,0.2646605571111043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01984852978161403,0.0,0.0,0.0,0.0,0.11304761540322077,0.0,0.06013217000734238,0.015312163602738153,0.0,0.0,0.0,50
51,0.0,0.0,0.0,0.0,0.07783836126327515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
52,0.0,0.0,0.0,0.0,0.06848924110333125,0.01610823596517245,0.0,0.0,0.0,0.06201364596684774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02744647612174352,0.0,0.0,0.0,0.0,52
53,0.04079976429541906,0.0,0.0,0.0,0.23484421024719873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012737332532803217,0.0,0.0,0.0,0.0,0.0,0.0,0.06380178158481915,0.0,0.0,0.0,0.0,0.0,0.0,53
54,0.0,0.0,0.0,0.0,0.14262441373788393,0.0,0.0,0.0,0.0,0.03532275786766639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08793488144874573,0.0,0.023898583192091722,0.0,0.0,0.0,0.0,54
55,0.026892075667510163,0.0,0.0,0.0,0.08312726181906623,0.0,0.0,0.0,0.0,0.015372118434390507,0.017506984440056054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395578197530798,0.0,0.03704724360156704,0.0,0.0,0.0,0.0,55
56,0.0,0.0,0.0,0.0,0.17747148474057514,0.024984174966812135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050700356562932335,0.0,0.05679956475893656,0.0,0.0,0.0,0.0,56
57,0.0,0.0,0.0,0.0,0.14375755320424619,0.0,0.0,0.0,0.018558147160903267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0447088713231294,0.0,0.057692789513131844,0.0,0.0,0.0,0.0,57
58,0.0,0.0,0.0,0.0,0.08419829347859258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10879793115284132,0.0,0.039751985798711365,0.0,0.0,0.0,0.0,58
59,0.0,0.0,0.0,0.028899910194533213,0.034039744309016635,0.0,0.0,0.0,0.0,0.0,0.03504801648003714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013439901173114777,0.0,0.0,0.0,0.0,0.0,0.0,59
60,0.0,0.0,0.0,0.0,0.05873750820755959,0.018974609673023224,0.0,0.0,0.0,0.026096194237470626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009700778126716613,0.0,0.020923101902008058,0.0,0.0,0.011950913071632385,0.0,60
61,0.034737535885402133,0.0,0.0,0.0,0.23053075798920222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02438820685659136,0.0,0.012266690177576882,0.0,0.0,0.0,0.0,61
62,0.0,0.0,0.0,0.0,0.037647862434387204,0.0,0.0,0.0,0.0,0.028853495121002198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057262566089630124,0.0,0.03656329393386841,0.0,0.0,0.0,0.0,62
63,0.0,0.0,0.0,0.0,0.029866911746837473,0.0,0.0,0.0,0.0,0.01159852632769832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06525166387911197,0.0,0.05120218020898325,0.0,0.0,0.023271587159898546,0.0,63
64,0.041124366480728675,0.0,0.0,0.0,0.18301620360078483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04969842372269466,0.011447833529834089,0.020528302110474687,0.0,0.0,0.0,0.0,64
65,0.024580450994627818,0.0,0.0,0.0,0.14785441330501012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08575462230614253,0.0,0.0,0.0,0.0,0.0,0.0,65
66,0.0,0.0,0.0,0.0,0.18730560938517252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412350669503212,0.0,0.0,0.0,0.0,0.0,0.0,66
67,0.061318237866674154,0.0,0.0,0.0,0.2693493068218231,0.013806965734277452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15683420853955404,0.0,0.047647504934242794,0.018134344901357378,0.0,0.0,0.0,67
68,0.0,0.0,0.0,0.0,0.14057352451177743,0.0,0.0,0.0,0.016135417498075046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10590565204620361,0.0,0.0,0.0,0.0,0.0,0.0,68
69,0.0,0.0,0.0,0.0,0.09102389588952065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1104343980550766,0.0,0.025760747492313385,0.0,0.0,0.0,0.0,69
70,0.0,0.0,0.0,0.0,0.06876358017325401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012007067911326885,0.0,0.0,0.0,0.0,0.0,0.0,70
71,0.0,0.0,0.0,0.0,0.031073974370956423,0.0,0.0,0.0,0.0,0.0,0.035463459491729736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03822517871856689,0.0,0.0,0.0,0.0,0.0,0.0,71
72,0.0,0.0,0.0,0.0,0.020899693965911865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024263527393341065,0.0,0.0,0.0,72
73,0.0,0.0,0.0,0.0,0.06981671849886577,0.0,0.017025682059201328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059559831113526314,0.0,0.07955745675347069,0.0,0.0,0.0,0.0,73
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05828926392963955,0.0,0.0,0.0,0.0,74
75,0.03677997489770254,0.0,0.0,0.0,0.2661583796143532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0343424528837204,0.0,0.014575896163781485,0.0,0.0,0.0,0.0,75
76,0.0,0.0,0.0,0.0,0.08983936409155528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056271114697059,0.0,0.0135990542670091,0.0,0.0,0.0,0.0,76
77,0.0,0.0,0.0,0.0,0.11159710049629211,0.0,0.0,0.0,0.0,0.03303522825241089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014560381174087525,0.0,0.013632534742355347,0.0,0.0,0.0,0.0,77
78,0.0,0.0,0.0,0.0,0.12918186839669943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04170936532318592,0.0,0.0,0.0,0.0,78
79,0.0,0.0,0.0,0.0,0.022493178645769756,0.0,0.0,0.0,0.034941889345645905,0.0,0.0,0.0,0.0,0.0,0.0,0.01330299178759257,0.0,0.0,0.0,0.0,0.04671394204099973,0.0,0.06839092075824738,0.0,0.0,0.0,0.0,79
80,0.0,0.0,0.0,0.0,0.036505356431007385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
81,0.0,0.0,0.0,0.0,0.07547311599438007,0.0,0.0,0.0,0.0,0.03836349569834196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029893659628354587,0.0,0.0,0.0,0.0,0.0,0.0,81
82,0.0,0.0,0.0,0.0,0.08689516553511986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1648822919680522,0.0,0.03485087935741131,0.0,0.0,0.0,0.0,82
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83
84,0.0,0.0,0.0,0.0,0.10871811643723518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05025856052675555,0.0,0.04673305442256312,0.0,0.0,0.0,0.0,84
85,0.02372021198272705,0.0,0.0,0.0,0.20040398836135864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03959615707397461,0.0,0.0,0.0,0.0,0.0,0.0,85
86,0.0,0.0,0.0,0.0,0.11733546750298862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023786104958632898,0.0,0.04386693650278552,0.0,0.0,0.0,0.0,86
87,0.0,0.0,0.0,0.0,0.01910881343342009,0.02509115423474993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0453842111996242,0.0,0.10474680293174017,0.0,0.0,0.0,0.0,87
88,0.0,0.0,0.0,0.0,0.12178724545698899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88
89,0.0,0.0,0.0,0.029321436698620137,0.15961994345371538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03781250577706557,0.0,0.0,0.0,0.0,0.0,0.0,89
90,0.03623243903412538,0.0,0.0,0.0,0.08205196086098165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022829651832580566,0.045519564081640804,0.0,0.015933715245302987,0.0,0.0,0.0,0.0,90
91,0.0,0.0,0.0,0.0,0.051112167892001924,0.0,0.0,0.0,0.0,0.06173278462319147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981662358556475,0.0,0.06404953059696016,0.0,0.0,0.0,0.0,91
92,0.0,0.0,0.0,0.0,0.033068366050720215,0.0,0.015320874452590942,0.0,0.0,0.06295598030090332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03411012411117554,0.0,0.054927582740783694,0.0,0.0,0.0,0.0,92
93,0.0,0.0,0.0,0.0,0.030977328618367512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07900680215270431,0.0,0.0279538631439209,0.0,0.0,0.0,0.0,93
94,0.0,0.0,0.0,0.0,0.0,0.0,0.03296517133712769,0.0,0.0,0.0,0.032806519667307535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046629665295283,0.0,0.027849557002385457,0.0,0.0,0.0,0.0,94
95,0.0,0.0,0.0,0.0,0.056761594919057995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01615936137162722,0.0,0.0,0.0,0.0,0.12056102660986093,0.0,0.029207614751962516,0.0,0.0,0.0,0.0,95
96,0.0,0.0,0.0,0.0,0.11783521994948387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029514595866203308,0.0,0.037058585323393345,0.0,0.0,0.0,0.0,96
97,0.0,0.0,0.0,0.0,0.12180243645395551,0.0,0.0,0.0,0.0,0.02974238565989903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06196613609790802,0.0,0.0,0.0,0.0,0.0,0.0,97
98,0.0,0.0,0.0,0.0,0.18079615774608793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044451744783492314,0.0,0.04546555167152768,0.0,0.0,0.0,0.0,98
99,0.0,0.0,0.0,0.0,0.07944800811154502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11510748948369708,0.0,0.061949734176908224,0.0,0.0,0.0,0.0,99
100,0.0,0.0,0.0,0.0,0.22013983641351972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12304752469062805,0.0,0.011660315309252057,0.0,0.0,0.02501141003199986,0.0,100
101,0.0,0.0,0.0,0.0,0.08824833234151204,0.0,0.03059010278610956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04347198350088937,0.0,0.039534951959337504,0.0,0.0,0.0,0.0,101
102,0.0,0.0,0.0,0.0,0.15284122797575864,0.03593807328831066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07642433047294617,0.0,0.0,0.0,0.0,0.0,0.0,102
103,0.020911055642205315,0.0,0.0,0.0,0.04950578631581487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07209370104042259,0.0,0.02792516431292972,0.0,0.0,0.0,0.0,103
104,0.0,0.0,0.0,0.0,0.19043216974504532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08024283570628013,0.0,0.018936337963227304,0.0,0.0,0.0,0.0,104
105,0.0,0.0,0.0,0.0,0.2392962700442264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11216723134643153,0.0,0.10797124473672164,0.0,0.0,0.0,0.0,105
